precursor_formulas,target_formula,Reaction,Year,Heating Operations,Heating Temperatures,Heating Times,Sintering Temperature,Sintering Time,Calcination Temperature,Calcination Time,DOI,Elements Match,Available Values Count,precursor_formulas_set
"['Al2O3', 'CaCO3']",CaAl4O7,2 Al2O3 + 1 CaCO3 == 1 CaAl4O7 + 1 CO2,2000,[],[],[],1200.0,5.0,,,10.1016/s0955-2219(00)00123-0,True,2,"['Al2O3', 'CaCO3']"
"['CaCO3', 'Co3O4']",CaCoO,1 CaCO3 + 0.333 Co3O4 == 1 CaCoO + 1 CO2 + 0.667 O2,2009,"['calcined', 'kept']","[[900.0], []]","[[], []]",,,900.0,,10.1103/physrevb.79.184108,True,1,"['CaCO3', 'Co3O4']"
"['Cr2O3', 'RuO2', 'CaCO3', 'CuO']",CaCr2Cu3(RuO6)2,1 CaCO3 + 1 Cr2O3 + 3 CuO + 0.5 O2 + 2 RuO2 == 1 CaCu3Cr2Ru2O12 + 1 CO2,2006,['calcined'],[[850.0]],[[10.0]],,,850.0,10.0,10.1021/cm060835u,True,2,"['CaCO3', 'Cr2O3', 'CuO', 'RuO2']"
"['Cr2O3', 'CaCO3', 'CuO', 'Sb2O5']",CaCr2Cu3(SbO6)2,1 CaCO3 + 1 Cr2O3 + 3 CuO + 1 Sb2O5 == 1 CaCu3Cr2Sb2O12 + 1 CO2,2005,['calcined'],[[850.0]],[[10.0]],,,850.0,10.0,10.1021/cm050397b,True,2,"['CaCO3', 'Cr2O3', 'CuO', 'Sb2O5']"
"['CaO', 'Cr2O3']",CaCr2O4,1 CaO + 1 Cr2O3 == 1 CaCr2O4,2010,"['heated', 'heated']","[[1000.0], [1400.0]]","[[], []]",1500.0,,,,10.1103/physrevb.81.214405,True,1,"['CaO', 'Cr2O3']"
"['CrO3', 'CaH6(CO)4']",CaCrO4,1 Ca(CH3COO)2 + 1 CrO3 + 2 [OH-] == 1 CaCrO4 + 1 H2O + 2 [CH3COO-],2014,"['heated', 'heated', 'annealed']","[[140.0], [500.0], [860.0]]","[[], [1.0], [6.0]]",,,860.0,6.0,10.1149/2.010410eel,True,2,"['CaH6(CO)4', 'CrO3']"
"['CaCO3', 'CuO']",CaCu2O,1 CaCO3 + 2 CuO == 1 (Ca)Cu2O + 1 CO2 + 1 O2,2008,"['calcined', 'sintered']","[[850.0], [970.0]]","[[10.0], [1.0]]",970.0,1.0,850.0,10.0,10.1016/j.physc.2008.05.024,True,4,"['CaCO3', 'CuO']"
"['GeO2', 'CaCO3', 'CuO']",CaCu3(GeO3)4,1 CaCO3 + 3 CuO + 4 GeO2 == 1 CaCu3Ge4O12 + 1 CO2,2007,['calcined'],[[1000.0]],[[20.0]],,,1000.0,20.0,10.1103/physrevb.76.140403,True,2,"['CaCO3', 'CuO', 'GeO2']"
"['RuO2', 'CaCO3', 'CuO']",CaCu3(RuO3)4,1 CaCO3 + 3 CuO + 4 RuO2 == 1 CaCu3Ru4O12 + 1 CO2,2007,['calcined'],[[880.0]],[[]],1050.0,,965.0,,10.1016/j.jpcs.2007.08.038,True,2,"['CaCO3', 'CuO', 'RuO2']"
"['RuO2', 'CuO2', 'CaCO3']",CaCu3(RuO3)4,1 CaCO3 + 3 CuO2 + 4 RuO2 == 1 CaCu3Ru4O12 + 1 CO2 + 1.5 O2,2011,"['heated', 'annealed', 'annealing', 'annealing']","[[850.0], [900.0], [], [900.0]]","[[10.0], [10.0], [], []]",,,900.0,10.0,10.1016/j.jssc.2011.07.041,True,2,"['CaCO3', 'CuO2', 'RuO2']"
"['SnO2', 'CaCO3', 'CuO']",CaCu3(SnO3)4,1 CaCO3 + 3 CuO + 4 SnO2 == 1 CaCu3Sn4O12 + 1 CO2,2007,['calcined'],[[1000.0]],[[20.0]],,,1000.0,20.0,10.1103/physrevb.76.140403,True,2,"['CaCO3', 'CuO', 'SnO2']"
"['CaCO3', 'CuO']",CaCuO2,1 CaCO3 + 1 CuO == 1 CaCuO2 + 1 CO2,2000,[],[],[],700.0,,900.0,20.0,10.1016/s0921-4534(00)00079-4,True,3,"['CaCO3', 'CuO']"
"['CaO', 'Fe2O3']",CaFe4O7,1 CaO + 2 Fe2O3 == 1 CaFe4O7,2004,"['calcining', 'sintered', 'sintered', 'sintered']","[[970.0], [], [1475.0, 1400.0], [1200.0]]","[[24.0], [], [3.0, 3.0], [24.0]]",1200.0,24.0,970.0,24.0,10.1021/cg049887r,True,4,"['CaO', 'Fe2O3']"
"['Ga2O3', 'RuO2', 'CaCO3', 'CuO']",CaGa2Cu3(RuO6)2,1 CaCO3 + 3 CuO + 1 Ga2O3 + 0.5 O2 + 2 RuO2 == 1 CaCu3Ga2Ru2O12 + 1 CO2,2004,['calcined'],[[900.0]],[[8.0]],,,900.0,8.0,10.1021/cm049265t,True,2,"['CaCO3', 'CuO', 'Ga2O3', 'RuO2']"
"['In2O3', 'CaCO3']",CaIn2O4,1 CaCO3 + 1 In2O3 == 1 CaIn2O4 + 1 CO2,2003,"['reacted', 'calcined']","[[], [1049.85]]","[[], [12.0]]",,,1052.5166666666669,16.0,10.1016/j.cplett.2003.10.062,True,2,"['CaCO3', 'In2O3']"
"['La2O3', 'CaCO3', 'MoO3']",CaLa2(MoO4)4,"1 CaCO3 + 1 La2O3 + 4 MoO3 == 1 CaLa2(MoO4)4 + 1 CO2 ; target CaLa2(MoO4)4 with additives Sm3+, Eu3+ via Eu2O3, Sm2O3",2011,['sintered'],[[1000.0]],[[5.0]],1000.0,5.0,,,10.1149/1.3518782,True,2,"['CaCO3', 'La2O3', 'MoO3']"
"['SnO2', 'La2O3', 'CaCO3', 'Nb2O5']",CaLaNbSnO7,1 CaCO3 + 0.5 La2O3 + 0.5 Nb2O5 + 1 SnO2 == 1 CaLaSnNbO7 + 1 CO2 ; target CaLaSnNbO7 with additives 0.15Eu3+ via Eu2O3,2012,"['calcined', 'calcined']","[[1500.0], [1400.0]]","[[6.0], []]",,,1400.0,6.0,10.1007/s10854-012-0636-6,True,2,"['CaCO3', 'La2O3', 'Nb2O5', 'SnO2']"
"['CaCO3', 'SiO2', 'MgCO3']",CaMg(SiO3)2,80 CaCO3 + 80 MgCO3 + 160 SiO2 == 1 (CaMgSi2O6)80 + 160 CO2,2012,"['preheated', 'calcination', 'melted', 'annealing']","[[900.0], [], [1590.0], [500.0]]","[[1.0], [], [2.0], [1.0]]",,,500.0,1.0,10.1016/j.jeurceramsoc.2011.10.041,True,2,"['CaCO3', 'MgCO3', 'SiO2']"
"['SiO2', 'CaCO3', 'MgO']",CaMg(SiO3)2,1 CaCO3 + 1 MgO + 2 SiO2 == 1 CaMgSi2O6 + 1 CO2,2009,"['heated', 'melted', 'annealed']","[[799.85], [1599.85], [839.85]]","[[], [], []]",1350.0,5.0,839.85,,10.1063/1.3169455,True,3,"['CaCO3', 'MgO', 'SiO2']"
"['MnO2', 'CaCO3']",CaMn2O4,1 CaCO3 + 2 MnO2 == 1 CaMn2O4 + 1 CO2 + 0.5 O2,2003,"['treatment', 'annealings']","[[1000.0], [1350.0]]","[[24.0], []]",,,1350.0,,10.1016/s0925-8388(02)01302-6,True,1,"['CaCO3', 'MnO2']"
"['CaCO3', 'CuO', 'Mn2O3']",CaMn6CuO12,1 CaCO3 + 1 CuO + 3 Mn2O3 + 0.5 O2 == 1 CaCuMn6O12 + 1 CO2,2006,"['annealed', 'introduced']","[[700.0, 400.0], []]","[[], []]",,,700.0,,10.1111/j.1744-7402.2006.02090.x,True,1,"['CaCO3', 'CuO', 'Mn2O3']"
"['Mn(NO3)7', 'Ca']",CaMn7O12,1 Ca + 7 Mn(NO3)7 + 49 [OH-] == 1 CaMn7O12 + 24.5 H2O + 6.25 O2 + 49 [NO3-],2014,"['heated', 'annealed']","[[250.0], [950.0, 930.0, 830.0]]","[[], [48.0, 48.0, 24.0]]",,,950.0,48.0,10.1103/physrevb.90.054307,True,2,"['Ca', 'Mn(NO3)7']"
"['CaCO3', 'Mn2O3']",CaMnO3,1 CaCO3 + 0.5 Mn2O3 + 0.25 O2 == 1 CaMnO3 + 1 CO2,2011,"['heated', 'sintered']","[[1200.0, 900.0], [1200.0]]","[[20.0, 10.0], []]",1200.0,,1500.0,10.0,10.1063/1.3593962,True,3,"['CaCO3', 'Mn2O3']"
"['MnO2', 'CaCO3']",CaMnO3,1 CaCO3 + 1 MnO2 == 1 CaMnO3 + 1 CO2,2006,"['heated', 'held']","[[1150.0, 800.0], []]","[[36.0, 24.0], []]",,,841.6666666666666,28.5,10.1016/j.jpcs.2006.02.011,True,2,"['CaCO3', 'MnO2']"
"['CaCO3', 'MoO3']",CaMoO4,1 CaCO3 + 1 MoO3 == 1 CaMoO4 + 1 CO2,2006,"['heated', 'held', 'heated', 'held']","[[900.0], [], [900.0], []]","[[], [10.0], [], [10.0]]",1150.0,3.0,800.0,6.0,10.1021/cg050673z,True,4,"['CaCO3', 'MoO3']"
"['CaO', 'MoO3']",CaMoO4,"1 CaO + 1 MoO3 == 1 CaMoO4 ; target CaMoO4 with additives Bi3+, Eu3+ via Bi2O3, Eu2O3",2007,"['annealed', 'raising', 'calcined']","[[700.0], [], [800.0]]","[[8.0], [], [6.0]]",,,800.0,4.5,10.1021/jp073991c,True,2,"['CaO', 'MoO3']"
"['Nb2O5', 'CaCO3', 'Bi2O3']",CaNb2Bi2O9,1 Bi2O3 + 1 CaCO3 + 1 Nb2O5 == 1 CaBi2Nb2O9 + 1 CO2,2006,['calcination'],[[950.0]],[[4.0]],1175.0,5.0,925.0,3.0,10.1016/j.jeurceramsoc.2005.08.019,True,4,"['Bi2O3', 'CaCO3', 'Nb2O5']"
"['Nb2O5', 'CaCO3']",CaNb2O6,1 CaCO3 + 1 Nb2O5 == 1 CaNb2O6 + 1 CO2,2006,"['sintered', 'sintered']","[[1400.0], [1400.0]]","[[], [4.0]]",1312.4625,5.0,1012.4625,8.0,10.1016/j.mseb.2006.04.046,True,4,"['CaCO3', 'Nb2O5']"
"['CaO', 'Nb2O5']",CaNb2O6,1 CaO + 1 Nb2O5 == 1 CaNb2O6,2014,"['calcined', 'sintered']","[[1200.0], [1400.0, 1500.0]]","[[4.0], [6.0, 4.0]]",1250.0,5.5,800.0,3.5,10.1007/s10854-013-1655-7,True,4,"['CaO', 'Nb2O5']"
"['RuO2', 'CaCO3']",CaRuO3,1 CaCO3 + 1 RuO2 == 1 CaRuO3 + 1 CO2,2003,"['calcined', 'heated']","[[899.85], [1149.85]]","[[12.0], []]",1174.925,6.0,1049.925,12.0,10.1016/s0925-8388(03)00133-6,True,4,"['CaCO3', 'RuO2']"
"['Sc2O3', 'CaCO3']",CaSc2O4,1 CaCO3 + 1 Sc2O3 == 1 CaSc2O4 + 1 CO2 ; target CaSc2O4 with additives 0.08Eu3+ via ,2009,[],[],[],,,1375.0,4.0,10.1149/1.3060382,True,2,"['CaCO3', 'Sc2O3']"
"['CaCO3', 'SiO2']",CaSiO3,1 CaCO3 + 1 SiO2 == 1 CaSiO3 + 1 CO2,2010,"['calcination', 'firing']","[[850.0], [1350.0]]","[[], []]",1337.5,2.0,1083.3333333333333,2.0,10.1016/j.materresbull.2010.07.012,True,4,"['CaCO3', 'SiO2']"
"['CaO', 'SiO2']",CaSiO3,1 CaO + 1 SiO2 == 1 CaSiO3,2008,['calcining'],[[1530.0]],[[]],1400.0,2.0,1315.0,4.0,10.1007/s11663-008-9128-8,True,4,"['CaO', 'SiO2']"
"['SnO2', 'Ca(NO3)2']",CaSnO3,1 Ca(NO3)2 + 1 SnO2 + 2 [OH-] == 1 CaSnO3 + 1 H2O + 2 [NO3-],1999,"['calcination', 'firing', 'firing']","[[], [], []]","[[4.0], [], []]",,,,4.0,10.1016/s0925-8388(98)00808-1,True,1,"['Ca(NO3)2', 'SnO2']"
"['SnO2', 'CaCO3']",CaSnO3,1 CaCO3 + 1 SnO2 == 1 CaSnO3 + 1 CO2,2009,['sintered'],[[999.85]],[[24.0]],999.85,24.0,1200.0,11.0,10.1021/cm900590d,True,4,"['CaCO3', 'SnO2']"
"['TiO2', 'CaCO3', 'CuO']",CaTi2CuO6,2 CaCO3 + 2 CuO + 4 TiO2 == 1 Ca2Cu2Ti4O12 + 2 CO2,2014,"['calcined', 're-calcined', 'sintered']","[[900.0], [900.0], [1100.0]]","[[10.0], [5.0], [24.0]]",1100.0,24.0,900.0,10.0,10.1007/s10854-014-2219-1,True,4,"['CaCO3', 'CuO', 'TiO2']"
"['TiMnO3', 'CaTiO3']",CaTi2MnO6,1 CaTiO3 + 1 MnTiO3 == 1 CaMnTi2O6,2014,"['react', 'annealed']","[[1700.0], [500.0]]","[[0.5], [6.0]]",,,500.0,6.0,10.1021/cm500016z,True,2,"['CaTiO3', 'TiMnO3']"
"['TiO2', 'Ca(HO)2', 'CuO']",CaTi4(CuO4)3,1 Ca(OH)2 + 3 CuO + 4 TiO2 == 1 CaCu3Ti4O12 + 1 H2O,2004,"['calcination', 'sintering']","[[], [1100.0]]","[[], [24.0]]",1112.5,18.0,900.0,12.0,10.1016/j.mseb.2004.03.027,True,4,"['Ca(HO)2', 'CuO', 'TiO2']"
"['TiO2', 'CaCO3', 'CuO']",CaTi4(CuO4)3,1 CaCO3 + 3 CuO + 4 TiO2 == 1 CaCu3Ti4O12 + 1 CO2,2003,"['heated', 'sintered']","[[1000.0], [1000.0]]","[[40.0], [20.0]]",1061.4044776119404,13.436363636363636,955.3347222222224,10.59375,10.1016/s0167-577x(02)01250-8,True,4,"['CaCO3', 'CuO', 'TiO2']"
"['TiO2', 'CaH6(CO)4', 'CuH6(CO)4']",CaTi4(CuO4)3,1 Ca(CH3COO)2 + 3 Cu(CH3COO)2 + 4 TiO2 + 8 [OH-] == 1 CaCu3Ti4O12 + 4 H2O + 8 [CH3COO-],2013,['calcined'],[[800.0]],[[1.0]],,,800.0,1.0,10.1007/s10853-013-7205-0,True,2,"['CaH6(CO)4', 'CuH6(CO)4', 'TiO2']"
"['CaO', 'TiO2', 'CuO']",CaTi4(CuO4)3,1 CaO + 3 CuO + 4 TiO2 == 1 CaCu3Ti4O12,2014,['calcined'],[[900.0]],[[12.0]],1100.0,24.0,950.0,18.0,10.1007/s10854-014-2253-z,True,4,"['CaO', 'CuO', 'TiO2']"
"['TiO2', 'CaTiO3', 'CuO']",CaTi4(CuO4)3,1 CaTiO3 + 3 CuO + 3 TiO2 == 1 CaCu3Ti4O12,2011,"['calcined', 'calcined']","[[750.0], []]","[[3.0], []]",,,750.0,3.0,10.1007/s10854-010-0269-6,True,2,"['CaTiO3', 'CuO', 'TiO2']"
"['TiO2', 'CaCO3', 'Bi2O3']",CaTi4Bi4O15,2 Bi2O3 + 1 CaCO3 + 4 TiO2 == 1 CaBi4Ti4O15 + 1 CO2,2005,"['burned', 'heating', 'sintered']","[[], [600.0], [1180.0]]","[[], [], []]",1159.2857142857142,2.6666666666666665,860.0,2.4,10.1016/j.jeurceramsoc.2005.03.130,True,4,"['Bi2O3', 'CaCO3', 'TiO2']"
"['CaO', 'TiO2', 'Bi2O3']",CaTi4Bi4O15,2 Bi2O3 + 1 CaO + 4 TiO2 == 1 CaBi4Ti4O15,2004,['sintered'],[[1175.0]],[[2.0]],1175.0,2.0,,,10.1016/j.matlet.2003.12.031,True,2,"['Bi2O3', 'CaO', 'TiO2']"
"['TiO2', 'CaCO3']",CaTiO3,1 CaCO3 + 1 TiO2 == 1 CaTiO3 + 1 CO2,2003,"['sintered', 'sintered']","[[1000.0], [1250.0, 1050.0]]","[[3.0], [3.0]]",1298.3264705882357,9.058823529411764,1135.928125,6.32258064516129,10.1016/s0955-2219(02)00450-8,True,4,"['CaCO3', 'TiO2']"
"['CaO', 'TiO2']",CaTiO3,1 CaO + 1 TiO2 == 1 CaTiO3,2010,[],[],[],1375.0,15.0,900.0,2.0,10.1007/s10973-010-0802-0,True,4,"['CaO', 'TiO2']"
"['U3O8', 'CaCO3']",CaUO4,1 CaCO3 + 0.167 O2 + 0.333 U3O8 == 1 CaUO4 + 1 CO2,2008,[],[],[],,,900.0,,10.1016/j.jct.2007.06.019,True,1,"['CaCO3', 'U3O8']"
"['V2O3', 'CaCO3']",CaV2O4,1 CaCO3 + 1 V2O3 == 1 CaV2O4 + 1 CO2,2009,"['calcining', 'sintered']","[[1100.0], [1200.0]]","[[], []]",1200.0,,1100.0,,10.1103/physrevb.79.104432,True,2,"['CaCO3', 'V2O3']"
"['CaCO3', 'V2O5']",CaV2O6,1 CaCO3 + 1 V2O5 == 1 CaV2O6 + 1 CO2,2000,[],[],[],625.0,4.0,565.0,13.5,10.1039/b003644g,True,4,"['CaCO3', 'V2O5']"
"['WO3', 'CaCO3']",CaWO4,1 CaCO3 + 1 WO3 == 1 CaWO4 + 1 CO2,2006,"['heating', 'heated', 'heated', 'held']","[[], [700.0, 900.0], [], []]","[[], [], [], []]",1058.3333333333333,4.0,950.0,4.2,10.1016/j.jpcs.2005.11.009,True,4,"['CaCO3', 'WO3']"
"['Al2O3', 'CaCO3', 'Y2O3']",CaYAl3O7,1.5 Al2O3 + 1 CaCO3 + 0.5 Y2O3 == 1 CaYAl3O7 + 1 CO2 ; target CaYAl3O7 with additives Ce via CeO2,2011,['pre-heated'],[[800.0]],[[2.0]],,,1400.0,,10.1149/2.012111esl,True,1,"['Al2O3', 'CaCO3', 'Y2O3']"
"['ZrO2', 'CaCO3', 'Y2O3', 'Ta2O5']",CaYZrTaO7,1 CaCO3 + 0.5 Ta2O5 + 0.5 Y2O3 + 1 ZrO2 == 1 CaYZrTaO7 + 1 CO2,2009,['calcined'],[[1300.0]],[[6.0]],,,1300.0,6.0,10.1016/j.jssc.2009.06.016,True,2,"['CaCO3', 'Ta2O5', 'Y2O3', 'ZrO2']"
"['ZnS', 'CaCO3']",CaZnSO,1 CaCO3 + 1 ZnS == 1 CaZnOS + 1 CO2,2009,['fired'],[[1000.0]],[[48.0]],1100.0,4.0,,,10.1021/cm801990r,True,2,"['CaCO3', 'ZnS']"
"['ZrO2', 'CaCO3', 'PH9(NO2)2']",CaZr4(PO4)6,6 (NH4)2HPO4 + 1 CaCO3 + 4 ZrO2 == 1 CaZr4(PO4)6 + 1 CO2 + 9 H2O + 12 NH3,2001,"['calcined', 'sintered']","[[1250.0], [1400.0]]","[[8.0], [6.0]]",1400.0,6.0,1250.0,8.0,10.1016/s0921-5107(00)00533-x,True,4,"['CaCO3', 'PH9(NO2)2', 'ZrO2']"
"['ZrO2', 'CaCO3']",CaZrO3,1 CaCO3 + 1 ZrO2 == 1 CaZrO3 + 1 CO2,1998,['calcined'],[[1200.0]],[[12.0]],1328.9333333333334,11.125,1257.44,7.555555555555555,10.1016/s0925-4005(98)00114-2,True,4,"['CaCO3', 'ZrO2']"
"['CaO', 'ZrO2']",CaZrO3,1 CaO + 1 ZrO2 == 1 CaZrO3,2012,['sintered'],[[1200.0]],[[24.0]],1200.0,24.0,1000.0,2.0,10.1016/j.nimb.2011.12.028,True,4,"['CaO', 'ZrO2']"
"['TiO2', 'ZrO2', 'CaCO3']",CaZrTi2O7,1 CaCO3 + 2 TiO2 + 1 ZrO2 == 1 CaZrTi2O7 + 1 CO2,2006,"['calcined', 'sintered', 'sintered']","[[799.85], [1399.85], [1199.85]]","[[12.0], [60.0], []]",1387.4625,33.5,1133.2833333333333,8.0,10.1016/j.jct.2005.10.015,True,4,"['CaCO3', 'TiO2', 'ZrO2']"
"['CaO', 'TiO2', 'ZrO2']",CaZrTi2O7,1 CaO + 2 TiO2 + 1 ZrO2 == 1 CaZrTi2O7,2014,['heated'],[[1250.0]],[[]],1450.0,10.0,775.0,2.0,10.1016/j.jnucmat.2014.02.003,True,4,"['CaO', 'TiO2', 'ZrO2']"
"['CdO', 'Fe2O3']",Cd(FeO2)2,1 CdO + 1 Fe2O3 == 1 CdFe2O4,2003,"['calcined', 'sintered']","[[900.0], [1000.0]]","[[12.0], [20.0]]",1000.0,20.0,900.0,12.0,10.1016/s0304-8853(02)01573-1,True,4,"['CdO', 'Fe2O3']"
"['Cd(InTe2)2', 'InAgTe2']",Cd0.125In1Ag0.75Te2,0.75 AgInTe2 + 0.125 CdIn2Te4 == 1 Ag0.75Cd0.125InTe2,2014,['annealing'],[[400.0]],[[]],,,400.0,,10.1002/zaac.201400400,True,1,"['Cd(InTe2)2', 'InAgTe2']"
"['Cd(InTe2)2', 'InAgTe2']",Cd0.2In1Ag0.6Te2,0.6 AgInTe2 + 0.2 CdIn2Te4 == 1 Ag0.6Cd0.2InTe2,2014,['annealing'],[[400.0]],[[]],,,400.0,,10.1002/zaac.201400400,True,1,"['Cd(InTe2)2', 'InAgTe2']"
"['BiClO', 'CdO']",CdBiClO2,1 BiOCl + 1 CdO == 1 CdBiO2Cl,2014,['calcined'],[[700.0]],[[24.0]],,,700.0,24.0,10.1016/j.jtice.2014.07.003,True,2,"['BiClO', 'CdO']"
"['MoO3', 'CdO']",CdMoO4,1 CdO + 1 MoO3 == 1 CdMoO4,2010,['heated'],[[]],[[12.0]],950.0,6.0,800.0,,10.1016/j.jnoncrysol.2010.05.044,True,3,"['CdO', 'MoO3']"
"['SiO2', 'CdO']",CdSiO3,1 CdO + 1 SiO2 == 1 CdSiO3,2013,[],[],[],,,1000.0,8.0,10.1016/j.jssc.2012.11.031,True,2,"['CdO', 'SiO2']"
"['WO3', 'CdO']",CdWO4,1 CdO + 1 WO3 == 1 CdWO4,2011,['calcined'],[[600.0]],[[3.0]],,,600.0,3.0,10.1016/j.jlumin.2011.03.019,True,2,"['CdO', 'WO3']"
"['Al2O3', 'CeO2', 'Lu2O3']",Ce0.015Lu2.985Al5O12,2.5 Al2O3 + 0.015 CeO2 + 1.492 Lu2O3 == 1 Lu2.985Ce0.015Al5O12 + 0.004 O2,2005,"['sintered', 'annealed']","[[1770.0], [1450.0]]","[[10.0], [20.0]]",1770.0,10.0,1450.0,20.0,10.1111/j.1551-2916.2005.00554.x,True,4,"['Al2O3', 'CeO2', 'Lu2O3']"
"['Al2O3', 'CeO2', 'Ga2O3', 'Y2O3']",Ce0.015Y2.985Al2Ga3O12,1 Al2O3 + 0.015 CeO2 + 1.5 Ga2O3 + 1.492 Y2O3 == 1 (Y0.995Ce0.005)3Al2Ga3O12 + 0.004 O2,2011,['sintered'],[[1400.0]],[[6.0]],1525.0,13.0,,,10.1063/1.3632069,True,2,"['Al2O3', 'CeO2', 'Ga2O3', 'Y2O3']"
"['Al2O3', 'CeO2', 'Y2O3']",Ce0.015Y2.985Al5O12,2.5 Al2O3 + 0.015 CeO2 + 1.492 Y2O3 == 1 (Y0.995Ce0.005)3Al5O12 + 0.004 O2,2011,['sintered'],[[1400.0]],[[6.0]],1400.0,6.0,,,10.1063/1.3632069,True,2,"['Al2O3', 'CeO2', 'Y2O3']"
"['CeO2', 'Ga2O3', 'Y2O3']",Ce0.015Y2.985Ga5O12,0.015 CeO2 + 2.5 Ga2O3 + 1.492 Y2O3 == 1 (Y0.995Ce0.005)3Ga5O12 + 0.004 O2,2011,['sintered'],[[1400.0]],[[6.0]],1400.0,6.0,,,10.1063/1.3632069,True,2,"['CeO2', 'Ga2O3', 'Y2O3']"
"['CeO2', 'SiO2', 'Gd2O3']",Ce0.05Gd1.95Si2O7,0.05 CeO2 + 0.975 Gd2O3 + 2 SiO2 == 1 (Gd0.975Ce0.025)2Si2O7 + 0.012 O2,2014,['sintered'],[[1650.0]],[[6.0]],1650.0,6.0,,12.0,10.1016/j.nima.2013.09.030,True,3,"['CeO2', 'Gd2O3', 'SiO2']"
"['Y(NO3)3', 'Al(NO3)3', 'Ce(NO3)3']",Ce0.05Y2.95Al5O12,5 Al(NO3)3·9H2O + 0.05 Ce(NO3)3·6H2O + 2.95 Y(NO3)3·6H2O + 24 [OH-] == 1 (Y2.95Ce0.05)Al5O12 + 75 H2O + 24 [NO3-],2007,"['calcined', 'sintered', 'annealed']","[[1000.0], [1500.0], []]","[[24.0], [24.0], []]",1500.0,24.0,1000.0,24.0,10.1149/1.2405835,True,4,"['Al(NO3)3', 'Ce(NO3)3', 'Y(NO3)3']"
"['Al2O3', 'CeO2', 'Y2O3']",Ce0.05Y2.95Al5O12,2.5 Al2O3 + 0.05 CeO2 + 1.475 Y2O3 == 1 (Y2.95Ce0.05)Al5O12 + 0.013 O2,2009,[],[],[],,,1500.0,,10.1111/j.1744-7402.2009.02367.x,True,1,"['Al2O3', 'CeO2', 'Y2O3']"
"['Al2O3', 'CeO2', 'Y2O3']",Ce0.06Y2.94Al5O12,2.5 Al2O3 + 0.06 CeO2 + 1.47 Y2O3 == 1 Y2.94Ce0.06Al5O12 + 0.015 O2,2013,['heated'],[[1500.0]],[[5.0]],,,600.0,2.0,10.1039/c2tc00420h,True,2,"['Al2O3', 'CeO2', 'Y2O3']"
"['CeO2', 'ZrO2', 'Er2O3', 'Y2O3']",Ce0.08Y0.14Er0.05Zr0.73O2,0.08 CeO2 + 0.025 Er2O3 + 0.048 O2 + 0.07 Y2O3 + 0.73 ZrO2 == 1 (Zr0.73Y0.14Er0.05Ce0.08)O2,2006,['sintered'],[[1449.85]],[[20.0]],1449.85,20.0,,,10.1016/j.pnucene.2006.03.004,True,2,"['CeO2', 'Er2O3', 'Y2O3', 'ZrO2']"
"['CeO2', 'Nd2O3', 'CuO']",Ce0.15Nd1.85Cu1O4,0.15 CeO2 + 1 CuO + 0.925 Nd2O3 == 1 Nd1.85Ce0.15CuO4 + 0.038 O2,2002,[],[],[],1005.0,12.0,985.0,12.0,10.1016/s0921-4534(02)01449-1,True,4,"['CeO2', 'CuO', 'Nd2O3']"
"['CeO2', 'Nd2O3', 'CuO']",Ce0.15Nd1.85Cu5.7O1,0.15 CeO2 + 5.7 CuO + 0.925 Nd2O3 == 1 (Nd0.925Ce0.075)2Cu5.7O + 3.888 O2,2007,"['calcined', 'sintered', 'sintered']","[[1020.0], [1235.0], [970.0]]","[[12.0], [12.0], []]",970.0,12.0,1020.0,12.0,10.1016/j.physc.2007.04.012,True,4,"['CeO2', 'CuO', 'Nd2O3']"
"['CeO2', 'Pr6O11', 'CuO']",Ce0.15Pr1.85Cu1O3.97,0.15 CeO2 + 1 CuO + 0.308 Pr6O11 == 1 Pr1.85Ce0.15CuO3.97 + 0.361 O2,2001,"['calcined', 'sintered', 'annealed']","[[900.0], [1050.0], [885.0]]","[[], [], [6.0]]",1050.0,,885.0,6.0,10.1016/s0921-4534(01)00773-0,True,3,"['CeO2', 'CuO', 'Pr6O11']"
"['CeO2', 'Nd2O3', 'CuO']",Ce0.16Nd1.84Cu1O1,0.16 CeO2 + 1 CuO + 0.92 Nd2O3 == 1 Nd1.84Ce0.16CuO + 1.54 O2,2011,"['pre-annealed', 'treated', 'treated']","[[950.0], [1050.0], [950.0]]","[[12.0], [24.0], [48.0]]",,,950.0,12.0,10.1016/j.physc.2011.09.010,True,2,"['CeO2', 'CuO', 'Nd2O3']"
"['CeH12(CO)8', 'NdH9(CO)6', 'CuH6(CO)4']",Ce0.2Nd1.8Cu1O4,0.2 Ce(CH3COO)4 + 1 Cu(CH3COO)2 + 1.8 Nd(CH3COO)3 + 8.2 [OH-] == 1 Nd1.8Ce0.2CuO4 + 4.1 H2O + 0.05 O2 + 8.2 [CH3COO-],2013,"['heating', 'sintering']","[[1000.0], [1000.0]]","[[24.0], [4.0]]",1000.0,4.0,,,10.1111/ijac.12044,True,2,"['CeH12(CO)8', 'CuH6(CO)4', 'NdH9(CO)6']"
"['CeO2', 'Nd2O3', 'CuO']",Ce0.2Nd1.8Cu1O4,0.2 CeO2 + 1 CuO + 0.9 Nd2O3 == 1 Nd1.8Ce0.2CuO4 + 0.05 O2,2011,['sintered'],[[999.85]],[[24.0]],999.85,24.0,,,10.1016/j.electacta.2011.07.130,True,2,"['CeO2', 'CuO', 'Nd2O3']"
