precursor_formulas,target_formula,Reaction,Year,Heating Operations,Heating Temperatures,Heating Times,Sintering Temperature,Sintering Time,Calcination Temperature,Calcination Time,DOI,Elements Match,Available Values Count
"['Ga2O3', 'La2O3', 'SrCO3', 'MgCO3']",Sr0.1La0.9Mg0.2Ga0.8O3,0.4 Ga2O3 + 0.45 La2O3 + 0.2 MgCO3 + 0.075 O2 + 0.1 SrCO3 == 1 La0.9Sr0.1Ga0.8Mg0.2O3 + 0.3 CO2,1999,['sintered'],[[]],[[20.0]],1450.0,20.0,,,10.1016/s0955-2219(98)00315-x,True,2
"['Y2O3', 'Bi2O3']",Y1.94Bi0.06O3,0.03 Bi2O3 + 0.97 Y2O3 == 1 (Y1.94Bi0.06)O3,2005,['sintered'],[[]],[[24.0]],,24.0,,,10.1149/1.1940752,True,1
"['WO3', 'La2O3', 'Nb2O5', 'MoO3']",La27Nb0.75Mo0.75W3.5O55.5,13.5 La2O3 + 0.75 MoO3 + 0.375 Nb2O5 + 0.188 O2 + 3.5 WO3 == 1 La27(W0.7Nb0.15Mo0.15)5O55.5,2016,"['calcined', 'burned', 'burning', 'sintered']","[[900.0], [500.0], [800.0], [1500.0]]","[[3.0], [10.0], [10.0], [5.0]]",1500.0,5.0,900.0,3.0,10.1149/2.1251609jes,True,4
"['Cu(NO3)2', 'La2O3']",La2CuO4,1 Cu(NO3)2·2.5H2O + 1 La2O3 + 2 [OH-] == 1 La2CuO4 + 3.5 H2O + 2 [NO3-],2013,"['dehydration', 'burned', 'annealed']","[[170.0], [500.0], [1100.0]]","[[], [], [20.0]]",,,1100.0,20.0,10.1016/j.ssi.2012.11.002,True,2
"['TiO2', 'Al2O3', 'MgO']",MgTi3Al2O10,1 Al2O3 + 1 MgO + 3 TiO2 == 1 MgAl2Ti3O10,2018,"['calcined', 'calcined', 'heated', 'sintered']","[[800.0], [1200.0], [550.0], [1450.0]]","[[2.0], [4.0], [4.0], [4.0]]",1450.0,4.0,1200.0,4.0,10.1007/s10854-018-8599-x,True,4
"['Fe2O3', 'NiO', 'CuO', 'ZnO']",Zn0.1Fe2Cu0.1Ni0.8O4,0.1 CuO + 1 Fe2O3 + 0.8 NiO + 0.1 ZnO == 1 (Ni0.8Zn0.1Cu0.1)Fe2O4,2009,['calcined'],[[1000.0]],[[3.0]],,,1000.0,3.0,10.1007/s10853-009-3771-6,True,2
"['V2O5', 'Li2CO3']",LiV3O8,0.5 Li2CO3 + 1.5 V2O5 == 1 LiV3O8 + 0.5 CO2,2007,[],[],[],350.0,8.0,,,10.1002/anie.200603699,True,2
"['TiO2', 'La2O3', 'CaCO3']",Ca2La2Ti2O9,2 CaCO3 + 1 La2O3 + 2 TiO2 == 1 CaLa2CaTi2O9 + 2 CO2,2003,"['heated', 'sintered']","[[], [1300.0]]","[[], [12.0]]",1300.0,12.0,,,10.1016/s1293-2558(03)00076-1,True,2
"['TiO2', 'Bi']",Ti(Bi3O5)4,12 Bi + 9 O2 + 1 TiO2 == 1 Bi12TiO20,2013,['calcination'],[[600.0]],[[2.0]],,,600.0,2.0,10.1039/c3ra22592e,True,2
"['La2O3', 'ZrO2', 'Nb2O5', 'BaCO3']",Ba2LaZr2Nb3O15,4 BaCO3 + 1 La2O3 + 3 Nb2O5 + 4 ZrO2 == 1 Ba4La2Zr4Nb6O30 + 4 CO2,2017,"['calcined', 'calcined', 'sintered']","[[1324.85, 1374.85], [], [1474.85]]","[[3.0], [], [3.0]]",1474.85,3.0,1324.85,3.0,10.1039/c7tc00277g,True,4
"['SrS', 'Cu2O', 'In2O3', 'SrO']",Sr2InCuSO3,0.5 Cu2O + 0.5 In2O3 + 1 SrO + 1 SrS == 1 Sr2CuInO3S,2001,['firing'],[[1200.0]],[[]],949.85,10.0,,,10.1021/cm0007813,True,2
"['La2O3', 'SrCO3', 'MnO2']",Sr0.2La0.8Mn1O3,0.4 La2O3 + 1 MnO2 + 0.2 SrCO3 == 1 La0.8Sr0.2MnO3 + 0.2 CO2 + 0.2 O2,2006,"['calcined', 'sintered']","[[1200.0], [1300.0]]","[[24.0], [24.0]]",1180.0,12.8,1000.0,14.0,10.1063/1.2345036,True,4
"['TiO2', 'Na2CO3', 'Bi2O3']",NaTi2(BiO3)3,1.5 Bi2O3 + 0.5 Na2CO3 + 2 TiO2 == 1 NaBi3Ti2O9 + 0.5 CO2,2009,"['calcined', 'sintered', 'fired']","[[800.0], [880.0], []]","[[3.0], [3.0], []]",880.0,3.0,800.0,3.0,10.1063/1.3182794,True,4
"['TiO2', 'In2O3', 'BaCO3']",Ba1Ti0.5In0.5O2.75,1 BaCO3 + 0.25 In2O3 + 0.5 TiO2 == 1 BaTi0.5In0.5O2.75 + 1 CO2,2015,['calcined'],[[1400.0]],[[12.0]],,,1400.0,12.0,10.1021/ic503006u,True,2
"['Al2O3', 'Sm2O3']",SmAlO3,0.5 Al2O3 + 0.5 Sm2O3 == 1 SmAlO3,2002,"['calcined', 'calcined', 'debinding', 'sintered']","[[1150.0], [], [], [1390.0]]","[[2.0], [], [], [2.0]]",1390.0,2.0,1300.0,13.0,10.1016/s0025-5408(02)00677-3,True,4
"['ZrO2', 'MgO', 'Li2CO3']",Li2Mg3ZrO6,1 Li2CO3 + 3 MgO + 1 ZrO2 == 1 Li2Mg3ZrO6 + 1 CO2,2018,"['calcined', 'preheated', 'sintered']","[[1050.0], [500.0], [1550.0]]","[[2.0], [4.0], [6.0]]",1225.0,4.0,1025.0,4.0,10.1016/j.jeurceramsoc.2018.04.034,True,4
"['Na2CO3', 'MoO3', 'ZnO']",Na2Zn5(MoO4)6,6 MoO3 + 1 Na2CO3 + 5 ZnO == 1 Na2Zn5(MoO4)6 + 1 CO2,2017,"['calcined', 'calcined', 'sintered']","[[500.0], [], [610.0, 580.0]]","[[1.0], [], [1.0]]",610.0,1.0,500.0,1.0,10.1016/j.scriptamat.2017.01.017,True,4
"['Nb2O5', 'Eu2O3', 'Fe2O3', 'BaCO3']",Ba2EuNb4FeO15,4 BaCO3 + 1 Eu2O3 + 1 Fe2O3 + 4 Nb2O5 == 1 Ba4Eu2Fe2Nb8O30 + 4 CO2,2018,"['calcined', 'sintered', 'calcining', 'annealing', 'calcined', 'sintered', 'annealed', 'calcined', 'sintered', 'calcined', 'sintered', 'annealed', 'calcined', 'sintered']","[[1299.85], [1374.85], [], [], [], [], [1274.85], [], [], [], [], [999.85], [], []]","[[3.0], [3.0], [], [], [], [], [3.0], [], [], [], [], [3.0], [], []]",1374.85,3.0,999.85,3.0,10.1063/1.5041072,True,4
"['MoO3', 'Eu2O3']",Eu2Mo4O15,1 Eu2O3 + 4 MoO3 == 1 Eu2Mo4O15,2016,[],[],[],,,700.0,12.0,10.1038/srep26098,True,2
"['NiO', 'Fe2O3', 'Bi2O3']",Fe0.97Ni0.03Bi1O3,0.5 Bi2O3 + 0.485 Fe2O3 + 0.03 NiO + 0.007 O2 == 1 BiFe0.97Ni0.03O3,2014,['calcined'],[[600.0]],[[24.0]],,,600.0,24.0,10.1063/1.4860296,True,2
"['Hf', 'Ni', 'HfP']",Hf5NiP3,2 Hf + 3 HfP + 1 Ni == 1 Hf5NiP3,1997,[],[],[],,,1400.0,,10.1021/cm960620s,True,1
"['CaCO3', 'Ca2P2O7', 'Co3O4']",Ca9.5Co1P7O28,3.5 Ca2P2O7 + 2.5 CaCO3 + 0.333 Co3O4 == 1 Ca9.5Co(PO4)7 + 2.5 CO2 + 0.167 O2,1998,"['annealing', 'annealing']","[[999.85], [1199.85]]","[[80.0], [8.0]]",,,1199.85,8.0,10.1016/s0025-5408(98)00083-x,True,2
"['Al2O3', 'ZnO']",Al2ZnO4,1 Al2O3 + 1 ZnO == 1 ZnAl2O4,2002,"['calcinated', 'sintered']","[[1199.85], [1399.85]]","[[1.0], [8.0]]",1443.0875,4.5,1093.7125,6.375,10.1016/s0022-3115(01)00749-8,True,4
"['WO3', 'Fe2O3', 'Li2CO3']",LiFe(WO4)2,0.5 Fe2O3 + 0.5 Li2CO3 + 2 WO3 == 1 LiFe(WO4)2 + 0.5 CO2,2008,['sintered'],[[700.0]],[[7.0]],700.0,7.0,800.0,7.0,10.1016/j.electacta.2008.04.063,True,4
"['CeO2', 'Y2O3', 'BaCO3']",Ba1Ce0.8Y0.2O3,1 BaCO3 + 0.8 CeO2 + 0.05 O2 + 0.1 Y2O3 == 1 BaCe0.8Y0.2O3 + 1 CO2,1998,"['calcined', 'recalcined']","[[1000.0], [1200.0]]","[[12.0], [10.0]]",1406.6166666666668,17.0,1074.975,11.166666666666666,10.1016/s0167-2738(98)00176-3,True,4
"['C', 'AlCr2']",AlCr2C,1 AlCr2 + 1 C == 1 Cr2AlC,2011,[],[],[],1400.0,,,,10.1016/j.jeurceramsoc.2011.01.009,True,1
"['SiO2', 'MgO', 'CaCO3', 'Eu2O3']",Ca1.99Eu0.01Mg1Si2O7,1.99 CaCO3 + 0.005 Eu2O3 + 1 MgO + 2 SiO2 == 1 Eu0.01Ca1.99MgSi2O7 + 1.99 CO2 + 0.002 O2,2008,"['preheated', 'sintered']","[[800.0], [1300.0]]","[[2.0], [4.0]]",1300.0,4.0,,,10.1149/1.2816215,True,2
"['La2O3', 'MoO3', 'BaCO3']",BaLa4(MoO4)7,1 BaCO3 + 2 La2O3 + 7 MoO3 == 1 BaLa4(MoO4)7 + 1 CO2,2019,"['calcined', 'sintered']","[[600.0], []]","[[], []]",,,600.0,,10.1111/ijac.13178,True,1
"['TiO2', 'Al2O3', 'CaCO3', 'CuO']",Ca1Ti3.975Al0.025Cu3O12,0.012 Al2O3 + 1 CaCO3 + 3 CuO + 0.006 O2 + 3.975 TiO2 == 1 CaCu3Ti3.975Al0.025O12 + 1 CO2,2018,"['calcined', 'calcined', 'sintered']","[[850.0], [], [1090.0]]","[[12.0], [], [36.0]]",1090.0,36.0,850.0,12.0,10.1016/j.jeurceramsoc.2017.08.040,True,4
"['TiO2', 'Li2CO3', 'Bi2O3']",Li0.5Ti1Bi0.5O3,0.25 Bi2O3 + 0.25 Li2CO3 + 1 TiO2 == 1 Bi0.5Li0.5TiO3 + 0.25 CO2,2016,['sintered'],[[600.0]],[[]],350.0,,,,10.1007/s10854-016-4839-0,True,1
"['Bi2O3', 'Nb2O5', 'Fe2O3', 'BaCO3']",Ba2Nb4FeBiO15,4 BaCO3 + 1 Bi2O3 + 1 Fe2O3 + 4 Nb2O5 == 1 Ba4Bi2Fe2Nb8O30 + 4 CO2,2010,"['calcined', 'sintered']","[[1000.0], [1100.0]]","[[3.0], [3.0]]",1100.0,3.0,1000.0,3.0,10.1063/1.3459887,True,4
"['TiO2', 'PbCl2', 'PbO', 'Fe2O3']",TiFe3Pb5ClO11,1.5 Fe2O3 + 0.5 PbCl2 + 4.5 PbO + 1 TiO2 == 1 Pb5Fe3TiO11Cl,2014,['annealed'],"[[800.0, 670.0]]","[[20.0, 10.0]]",,,800.0,20.0,10.1016/j.jssc.2014.04.002,True,2
"['Nd2O3', 'CuO', 'BaCO3']",Ba2Nd(CuO2)3,2 BaCO3 + 3 CuO + 0.5 Nd2O3 == 1 NdBa2Cu3O6 + 2 CO2 + 0.25 O2,2009,"['sintered', 'sintered']","[[950.0], [950.0]]","[[24.0], []]",950.0,24.0,,,10.1016/j.physc.2009.05.012,True,2
"['TiO2', 'CaCO3', 'CuO']",CaTi2CuO6,2 CaCO3 + 2 CuO + 4 TiO2 == 1 Ca2Cu2Ti4O12 + 2 CO2,2014,"['calcined', 're-calcined', 'sintered']","[[900.0], [900.0], [1100.0]]","[[10.0], [5.0], [24.0]]",1100.0,24.0,900.0,10.0,10.1007/s10854-014-2219-1,True,4
"['MnO', 'La2O3', 'Fe2O3', 'Bi2O3']",La0.8Mn0.3Fe0.7Bi0.2O3,0.1 Bi2O3 + 0.35 Fe2O3 + 0.4 La2O3 + 0.3 MnO + 0.075 O2 == 1 La0.8Bi0.2Fe0.7Mn0.3O3,2010,"['pre-calcined', 'annealed', 'sintered']","[[800.0], [840.0], [1000.0]]","[[12.0], [12.0], [24.0]]",1000.0,24.0,840.0,12.0,10.1016/j.matlet.2010.06.019,True,4
"['V2O5', 'MgO', 'Bi2O3']",Mg0.13V0.87Bi2O5.305,1 Bi2O3 + 0.13 MgO + 0.435 V2O5 == 1 Bi2Mg0.13V0.87O5.305,2005,['sintered'],[[840.0]],[[6.0]],840.0,6.0,,,10.1016/j.ssi.2004.12.017,True,2
"['BiClO', 'Nb2O5', 'Bi2O3']",NbBi4ClO8,1.5 Bi2O3 + 1 BiOCl + 0.5 Nb2O5 == 1 Bi4NbO8Cl,2007,['calcined'],[[700.0]],[[24.0]],,,683.3333333333334,17.0,10.1039/b615903f,True,2
"['La2O3', 'PH6NO4', 'BaCO3']",Ba3La(PO4)3,3 BaCO3 + 0.5 La2O3 + 3 NH4H2PO4 == 1 Ba3La(PO4)3 + 3 CO2 + 4.5 H2O + 3 NH3,2010,[],[],[],,,1299.85,8.0,10.1039/b916893a,True,2
"['WO3', 'CaCO3']",Ca3WO6,3 CaCO3 + 1 WO3 == 1 Ca3WO6 + 3 CO2,2011,"['calcined', 'sintered']","[[1000.0], [1200.0]]","[[4.0], [2.0]]",1200.0,2.0,1125.0,5.0,10.1007/s10854-010-0215-7,True,4
"['SiO2', 'LiHO', 'V2O5', 'MnCO3', 'Fe(CO2)2']",Li2.2Mn0.4V0.2Fe0.4Si0.8O4,0.4 FeC2O4·2H2O + 2.2 LiOH·H2O + 0.4 MnCO3 + 0.2 O2 + 0.8 SiO2 + 0.1 V2O5 == 1 Li2.2Fe0.4Mn0.4Si0.8V0.2O4 + 1.2 CO2 + 4.1 H2O,2019,"['precalcined', 'calcined']","[[700.0], [700.0]]","[[10.0], [1.0]]",,,700.0,1.0,10.1016/j.jpowsour.2019.227189,True,2
"['NbO3', 'SrCO3', 'BaCO3']",Ba0.4Sr0.6Nb2O6,0.4 BaCO3 + 1 Nb2O6 + 0.6 SrCO3 == 1 Sr0.6Ba0.4Nb2O6 + 1 CO2 + 0.5 O2,2018,['annealed'],[[]],[[]],1350.0,10.0,950.0,3.0,10.1016/j.optmat.2018.08.008,True,4
"['PbO', 'Ba(NO3)2', 'BH311O3', 'BaCl2']",Ba3B3Pb2ClO9,3 (H311BO3) + 2.5 Ba(NO3)2 + 0.5 BaCl2 + 231 O2 + 2 PbO + 5 [OH-] == 1 Pb2Ba3(BO3)3Cl + 469 H2O + 5 [NO3-],2015,"['calcined', 'heated', 'held', 'heated', 'dwelling']","[[500.0, 300.0], [715.0], [], [780.0], []]","[[5.0, 12.0], [], [48.0], [], [48.0]]",,,500.0,5.0,10.1021/jacs.5b05406,True,2
"['La2O3', 'Nd2O3', 'CaCO3', 'Co3O4']",Ca0.5La16Nd13Co1O3,0.5 CaCO3 + 0.333 Co3O4 + 8 La2O3 + 6.5 Nd2O3 == 1 La16Nd13Ca0.5CoO3 + 0.5 CO2 + 21.167 O2,2010,"['treated', 'firing', 'sintering']","[[900.0], [], [475.0, 900.0]]","[[], [], [14.0]]",475.0,14.0,,,10.1103/physrevb.81.054427,True,2
"['Fe(CO2)2', 'PO4', 'Li2CO3']",LiFePO4,1 FeC2O4·2H2O + 0.5 Li2CO3 + 1 PO4 == 1 LiFePO4 + 2.5 CO2 + 2 H2O + 0.25 O2,2006,['sintered'],[[750.0]],[[15.0]],750.0,14.0,449.95,10.0,10.1016/j.jpowsour.2005.10.098,True,4
"['Na2CO3', 'Sn(CO2)2']",Na2SnO3,1 Na2CO3 + 1 O2 + 1 SnC2O4 == 1 Na2SnO3 + 3 CO2,2019,"['sintered', 'maintained']","[[1000.0], []]","[[12.0], []]",1000.0,12.0,,,10.1016/j.electacta.2019.05.069,True,2
"['Ba2CO3', 'Y2O3', 'CuO']",Ba2YCu3O,1 Ba2CO3 + 3 CuO + 0.5 Y2O3 == 1 YBa2Cu3O + 1 CO2 + 2.25 O2,2012,"['calcined', 'sintered']","[[950.0], [950.0]]","[[12.0], [8.0]]",950.0,8.0,950.0,12.0,10.1016/j.physc.2011.10.003,True,4
"['Pr6O11', 'Gd2O3', 'BaCO3']",Ba1Pr0.7Gd0.3O3,1 BaCO3 + 0.15 Gd2O3 + 0.133 O2 + 0.117 Pr6O11 == 1 BaPr0.7Gd0.3O3 + 1 CO2,2003,"['calcined', 'sintered']","[[1350.0], [1450.0]]","[[5.0], []]",1450.0,,1350.0,5.0,10.1016/s0167-2738(03)00224-8,True,3
"['TiO2', 'ZnO', 'Li2CO3']",Li2Ti4Zn3O12,1 Li2CO3 + 4 TiO2 + 3 ZnO == 1 Li2Zn3Ti4O12 + 1 CO2,2014,['heated'],[[900.0]],[[8.0]],,,900.0,8.0,10.1007/s10854-013-1594-3,True,2
"['Yb2O3', 'Y2O3', 'B2O3']",Yb0.01Y0.99B1O3,0.5 B2O3 + 0.495 Y2O3 + 0.005 Yb2O3 == 1 Yb0.01Y0.99BO3,2010,['annealed'],[[1200.0]],[[]],,,1200.0,,10.1021/jp104025n,True,1
"['ZnO', 'TeO2', 'BaCO3']",Ba2ZnTeO6,2 BaCO3 + 0.5 O2 + 1 TeO2 + 1 ZnO == 1 Ba2ZnTeO6 + 2 CO2,2016,['calcined'],[[]],"[[15.0, 10.0, 30.0, 45.0]]",,,,15.0,10.1016/j.jssc.2015.11.028,True,1
"['TiO2', 'Cr2O3', 'La2O3', 'SrCO3']",Sr1.9La0.1Ti0.9Cr0.1O4,0.05 Cr2O3 + 0.05 La2O3 + 1.9 SrCO3 + 0.9 TiO2 == 1 Sr1.9La0.1Ti0.9Cr0.1O4 + 1.9 CO2,2015,['calcined'],[[1299.85]],[[40.0]],,,1299.85,40.0,10.1021/acs.inorgchem.5b01042,True,2
"['TiO2', 'ZnO', 'Li2CO3']",Li2Ti3ZnCO8,1 Li2CO3 + 3 TiO2 + 1 ZnO == 1 Li2ZnTi3O8C + 1 O2,2017,['sintered'],[[700.0]],[[5.0]],700.0,5.0,,,10.1016/j.ijhydene.2016.09.128,True,2
"['Na2CO3', 'CaCO3']",Na2Ca3(CO3)4,3 CaCO3 + 1 Na2CO3 == 1 Ca3Na2(CO3)4,2014,['annealing'],[[1000.0]],[[30.0]],,,1000.0,30.0,10.1021/cg500718y,True,2
"['Nb2O5', 'ZnO']",Nb1.5Zn0.5O7,0.75 Nb2O5 + 1.375 O2 + 0.5 ZnO == 1 (Zn0.5Nb1.5)O7,2007,"['calcined', 'sintered']","[[800.0], [920.0]]","[[2.0], []]",920.0,,800.0,2.0,10.1007/s10853-006-0872-3,True,3
"['HfO2', 'SiO2', 'Na2CO3']",Na4Hf2(SiO4)3,2 HfO2 + 2 Na2CO3 + 3 SiO2 == 1 Na4Hf2Si3O12 + 2 CO2 ; target Na4Hf2Si3O12 with additives Eu2+ via Eu2O3,2020,['sintered'],[[1150.0]],[[]],1150.0,,,,10.1016/j.jallcom.2019.152762,True,1
"['La2O3', 'Ca(NO3)2', 'MoO3']",Ca0.3La1.7Mo2O9,0.3 Ca(NO3)2 + 0.85 La2O3 + 2 MoO3 + 0.075 O2 + 0.6 [OH-] == 1 La1.7Ca0.3Mo2O9 + 0.3 H2O + 0.6 [NO3-],2005,"['annealed', 'reacted', 'sintered']","[[999.85], [], [1036.85]]","[[], [], [4.0]]",1036.85,4.0,999.85,,10.1016/j.materresbull.2004.10.003,True,3
"['Ga2O3', 'Nb2O5', 'CaCO3', 'SiO2']",Ca3NbGa3(SiO7)2,3 CaCO3 + 1.5 Ga2O3 + 0.5 Nb2O5 + 2 SiO2 == 1 Ca3NbGa3Si2O14 + 3 CO2,2006,"['heated', 'maintained']","[[1200.0], []]","[[], []]",1200.0,12.0,,,10.1016/j.jcrysgro.2006.05.067,True,2
"['Fe3O4', 'LiHO']",Li5FeO4,0.333 Fe3O4 + 5 LiOH·H2O + 0.083 O2 == 1 Li5FeO4 + 7.5 H2O,2018,['calcination'],[[450.0]],[[12.0]],,,450.0,12.0,10.1016/j.cej.2018.08.017,True,2
"['Ti', 'SiC', 'C']",Ti3SiC2,1 C + 1 SiC + 3 Ti == 1 Ti3SiC2,2005,[],[],[],,,1500.0,8.0,10.1111/j.1551-2916.2005.00642.x,True,2
"['TiO2', 'Ga2O3', 'La2O3', 'SrCO3']",Sr0.5La0.5Ti0.4Ga0.6O3,0.3 Ga2O3 + 0.25 La2O3 + 0.025 O2 + 0.5 SrCO3 + 0.4 TiO2 == 1 La0.5Sr0.5Ga0.6Ti0.4O3 + 0.5 CO2,2004,"['calcined', 'sintered']","[[1250.0], [1470.0]]","[[12.0], [24.0]]",1470.0,24.0,1250.0,12.0,10.1063/1.1786675,True,4
"['CaO', 'ZrO2']",CaZrO3,1 CaO + 1 ZrO2 == 1 CaZrO3,2012,['sintered'],[[1200.0]],[[24.0]],1200.0,24.0,1000.0,2.0,10.1016/j.nimb.2011.12.028,True,4
"['In2O3', 'Nb2O5']",NbInO4,0.5 In2O3 + 0.5 Nb2O5 == 1 InNbO4,2002,"['calcined', 'sintering']","[[900.0], [1050.0]]","[[4.0], []]",1141.6666666666667,4.0,864.0,2.8,10.1016/s0022-3697(01)00263-3,True,4
"['MnO2', 'Bi2O3']",Mn2BiO5,0.5 Bi2O3 + 2 MnO2 == 1 BiMn2O5 + 0.25 O2,2009,"['sintering', 'annealed']","[[899.85], [799.85]]","[[3.0], [3.0]]",949.925,3.5,749.85,3.0,10.1063/1.3080248,True,4
"['CaCO3', 'Bi2O3', 'BaCO3', 'TiO2', 'Na2CO3']",Ba0.057Na0.4465Ca0.05Ti1Bi0.4465O3,0.057 BaCO3 + 0.223 Bi2O3 + 0.05 CaCO3 + 0.223 Na2CO3 + 1 TiO2 == 1 (Na0.47Bi0.47Ba0.06)0.95Ca0.05TiO3 + 0.33 CO2,2018,"['calcined', 'burned', 'sintering']","[[900.0], [500.0], []]","[[3.0], [], []]",,,900.0,3.0,10.1016/j.jeurceramsoc.2018.03.011,True,2
"['TiO2', 'Li2CO3']",Li4Ti5O12,2 Li2CO3 + 5 TiO2 == 1 Li4Ti5O12 + 2 CO2,2004,['treated'],[[]],[[12.0]],807.6923076923077,16.416666666666668,796.25,11.666666666666666,10.1149/1.1758721,True,4
"['CeO2', 'Y2O3', 'Fe2O3']",CeY2Fe5O12,1 CeO2 + 2.5 Fe2O3 + 1 Y2O3 == 1 Ce1Y2Fe5O12 + 0.25 O2,2006,"['sintering', 'heated']","[[1300.0], [300.0]]","[[], []]",1300.0,,,,10.1016/j.apsusc.2006.04.002,True,1
"['Nb2O5', 'MgCO3', 'BaCO3']",Ba3MgNb2O9,3 BaCO3 + 1 MgCO3 + 1 Nb2O5 == 1 Ba3MgNb2O9 + 4 CO2,2004,"['heated', 'calcined']","[[1100.0], []]","[[12.0], [12.0]]",,,,12.0,10.1021/cm049831k,True,1
"['VH4NO3', 'MoO3', 'Li2CO3']",LiVMoO6,0.5 Li2CO3 + 1 MoO3 + 1 NH4VO3 == 1 LiMoVO6 + 0.5 CO2 + 0.5 H2O + 1 NH3,2017,"['calcined', 'sintered', 'sintered']","[[600.0, 500.0], [640.0], [720.0]]","[[6.0], [6.0], [6.0]]",720.0,6.0,600.0,6.0,10.1016/j.jeurceramsoc.2017.04.038,True,4
"['WO3', 'La2O3', 'Nb2O5', 'MoO3']",La5.5Nb0.15Mo0.4W0.45O11.25,2.75 La2O3 + 0.4 MoO3 + 0.075 Nb2O5 + 0.037 O2 + 0.45 WO3 == 1 La5.5W0.45Nb0.15Mo0.4O11.25,2016,"['calcined', 'calcined', 'sintered']","[[1000.0], [900.0], [1500.0]]","[[], [10.0], [10.0]]",1500.0,10.0,900.0,10.0,10.1016/j.memsci.2016.02.065,True,4
['Ba1Fe2O8.5'],BaFe2O9,1 BaO5.5Fe2O3 + 0.25 O2 == 1 BaO6Fe2O3,2001,"['calcined', 'calcined', 'sintered']","[[700.0], [600.0], []]","[[2.0], [2.0], []]",,,600.0,2.0,10.1016/s0272-8842(00)00067-5,True,2
"['ZrO2', 'Nb2O5', 'Eu2O3', 'BaCO3']",Ba5EuZr3Nb7O30,5 BaCO3 + 0.5 Eu2O3 + 3.5 Nb2O5 + 3 ZrO2 == 1 Ba5EuZr3Nb7O30 + 5 CO2,2001,"['calcined', 'calcination', 'sintered']","[[1000.0], [], [1200.0]]","[[24.0], [], [12.0]]",1200.0,12.0,1000.0,24.0,10.1016/s0167-577x(00)00402-x,True,4
"['U(NO4)2', 'Ca(NO3)2']",Ca2UO5,2 Ca(NO3)2·4H2O + 1 UO2(NO3)2·6H2O + 6 [OH-] == 1 UCa2O5 + 17 H2O + 6 [NO3-],2001,"['calcined', 'sintered']","[[400.0], [1250.0]]","[[1.0], [24.0]]",1250.0,24.0,400.0,1.0,10.1016/s0921-4534(01)00044-2,True,4
"['TiO2', 'La2O3', 'Nb2O5']",La3Ti0.01Nb0.99O7,1.5 La2O3 + 0.495 Nb2O5 + 0.003 O2 + 0.01 TiO2 == 1 La3Nb0.99Ti0.01O7,2009,['calcined'],[[900.0]],[[15.0]],,,900.0,15.0,10.1149/1.3068397,True,2
"['TiO2', 'Mg(NO3)2', 'MnO2', 'FeO']",Mg0.95Ti1Mn0.05Fe1O4,1 FeO + 0.95 Mg(NO3)2 + 0.05 MnO2 + 1 TiO2 + 1.9 [OH-] == 1 Mg0.95Mn0.05Fe1.0Ti1.0O4 + 0.95 H2O + 0.025 O2 + 1.9 [NO3-],2007,"['pre-calcinated', 'calcinated', 'sintered']","[[1000.0], [1250.0], [1300.0]]","[[12.0], [24.0], [24.0]]",1300.0,24.0,1250.0,24.0,10.1016/j.ssc.2007.04.019,True,4
"['Ni(NO3)3', 'La(NO3)3']",LaNiO,1 La(NO3)3 + 1 Ni(NO3)3 + 6 [OH-] == 1 LaNiO + 3 H2O + 1 O2 + 6 [NO3-],2020,"['fired', 'sintered']","[[1400.0], [1200.0]]","[[4.0], [2.0]]",1200.0,2.0,,,10.1016/j.fuel.2020.118273,True,2
"['WO3', 'NiO']",NiWO4,1 NiO + 1 WO3 == 1 NiWO4,2017,"['sintered', 'kept']","[[], [1099.85]]","[[], [10.0]]",,,1300.0,3.0,10.1016/j.jmmm.2017.08.032,True,2
"['CaO', 'MoO3']",CaMoO4,"1 CaO + 1 MoO3 == 1 CaMoO4 ; target CaMoO4 with additives Bi3+, Eu3+ via Bi2O3, Eu2O3",2007,"['annealed', 'raising', 'calcined']","[[700.0], [], [800.0]]","[[8.0], [], [6.0]]",,,800.0,4.5,10.1021/jp073991c,True,2
"['MnCO3', 'Fe2O3', 'ZnO']",Mn0.58Zn0.37Fe2.05O4,1.025 Fe2O3 + 0.58 MnCO3 + 0.37 ZnO == 1 Mn0.58Zn0.37Fe2.05O4 + 0.58 CO2 + 0.012 O2,2006,"['calcined', 'sintered']","[[900.0], [1400.0]]","[[3.0], []]",1400.0,,900.0,3.0,10.1016/j.jmmm.2006.01.162,True,3
"['WO3', 'La2O3', 'MoO3']",La27Mo1.5W3.5O55.5,13.5 La2O3 + 1.5 MoO3 + 3.5 WO3 == 1 La27(W0.70Mo0.30)5O55.5,2016,"['calcined', 'burned', 'burning', 'sintered']","[[900.0], [500.0], [800.0], [1500.0]]","[[3.0], [10.0], [10.0], [5.0]]",1500.0,5.0,900.0,3.0,10.1149/2.1251609jes,True,4
"['ZrO2', 'CaCO3']",CaZrO3,1 CaCO3 + 1 ZrO2 == 1 CaZrO3 + 1 CO2,1998,['calcined'],[[1200.0]],[[12.0]],1328.9333333333334,11.125,1257.44,7.555555555555555,10.1016/s0925-4005(98)00114-2,True,4
